ConvertedAccountId,ConvertedContactId,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Phone,MobilePhone,Fax,Email,Website,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IndividualId,IsPriorityRecord,PhotoUrl,IsConverted,ConvertedDate,ConvertedOpportunityId,IsUnreadByOwner,Jigsaw,JigsawContactId,CleanStatus,CompanyDunsNumber,DandbCompanyId,id
1,2,0,,,,Ms.,,,株式会社山口食品,,,静岡県,,Japan,,,Street,090-2832-4375,090-3881-3990,090-0546-7089,kmori@example.net,https://www.nakagawa.jp/,,Phone,Contacted,Retail,Cold,,,245,2024-06-21,139,2024-08-05,84,2024-03-25,2024-01-04,2024-02-16,2024-05-22,Other,2024-05-11,,1,,,,,,,,,,,11
1,2,0,,,,Ms.,,,株式会社山口食品,,,静岡県,,Japan,,,Rooftop,070-2587-6041,080-5764-8095,070-0671-4816,kanafujii@example.net,http://www.yamashita.org/,,Email,Qualified,Healthcare,Hot,,,150,2024-06-26,215,2024-05-26,67,2024-06-28,2024-01-17,2024-06-22,2024-05-29,Other,2024-06-10,,1,,,,,,,,,,,12
1,2,0,,,,Mrs.,,,株式会社山口食品,,,静岡県,,Japan,,,Rooftop,080-2034-2206,080-9690-7796,070-2414-5742,yuimiura@example.com,http://tanaka.jp/,,Web,Closed,Retail,Cold,,,13,2024-04-02,221,2024-05-18,80,2024-02-26,2024-07-17,2024-02-17,2024-01-11,Other,2024-06-18,,0,,,,,,,,,,,13
1,2,0,,,,Mrs.,,,株式会社山口食品,,,静岡県,,Japan,,,Rooftop,090-8091-5639,070-2883-1093,090-3025-0269,tarosaito@example.com,https://yamashita.com/,,Email,Closed,Technology,Hot,,,31,2024-01-19,251,2024-04-08,195,2024-07-12,2024-05-31,2024-06-28,2024-05-15,MailboxFull,2024-02-13,,0,,,,,,,,,,,14
1,2,0,,,,Mrs.,,,株式会社山口食品,,,静岡県,,Japan,,,Rooftop,070-7420-3183,070-5930-0010,080-2875-1216,ishiikenichi@example.com,http://www.ishii.com/,,Referral,Closed,Healthcare,Hot,,,225,2024-02-07,183,2024-08-04,83,2024-06-10,2024-04-29,2024-05-02,2024-07-19,InvalidAddress,2024-02-23,,1,,,,,,,,,,,15
1,3,0,,,,Mr.,,,株式会社山口食品,,,静岡県,,Japan,,,Street,090-9343-6381,080-1275-7695,090-1267-7917,kumikookada@example.net,http://www.mori.com/,,Email,Contacted,Technology,Warm,,,256,2024-05-28,114,2024-03-02,131,2024-02-07,2024-02-17,2024-06-03,2024-06-12,Other,2024-02-11,,1,,,,,,,,,,,16
1,3,0,,,,Ms.,,,株式会社山口食品,,,静岡県,,Japan,,,Street,090-1639-7776,070-2676-1339,090-7395-4031,osamunakagawa@example.org,https://www.mori.jp/,,Web,Qualified,Education,Warm,,,141,2024-07-13,24,2024-03-05,67,2024-07-27,2024-03-29,2024-06-21,2024-06-20,MailboxFull,2024-07-16,,1,,,,,,,,,,,17
1,3,0,,,,Ms.,,,株式会社山口食品,,,静岡県,,Japan,,,Street,60-9302-5764,090-3787-4634,090-8586-5341,sotaro67@example.net,https://www.ito.jp/,,Web,Contacted,Education,Cold,,,25,2024-05-07,69,2024-06-17,209,2024-05-19,2024-05-29,2024-07-14,2024-01-01,Other,2024-01-31,,0,,,,,,,,,,,18
1,3,0,,,,Mr.,,,株式会社山口食品,,,静岡県,,Japan,,,Street,17-5855-8203,070-3691-0104,090-6120-6674,matsumotoryohei@example.net,http://www.abe.org/,,Referral,Qualified,Education,Warm,,,100,2024-04-29,82,2024-03-03,205,2024-02-07,2024-07-11,2024-06-29,2024-05-07,UnknownUser,2024-03-04,,1,,,,,,,,,,,19
1,3,0,,,,Mrs.,,,株式会社山口食品,,,静岡県,,Japan,,,Block,080-8950-0221,070-2665-0067,080-1362-6838,yui99@example.org,http://www.kobayashi.jp/,,Web,Open,Finance,Hot,,,125,2024-07-29,34,2024-06-15,155,2024-03-02,2024-05-18,2024-05-30,2024-07-25,MailboxFull,2024-06-15,,1,,,,,,,,,,,20
1,3,0,,,,Prof.,,,株式会社山口食品,,,静岡県,,Japan,,,Rooftop,080-0404-5441,24-3146-7582,070-7097-0547,ymaeda@example.net,https://inoue.com/,,Email,Contacted,Finance,Warm,,,126,2024-07-19,58,2024-05-01,87,2024-02-04,2024-01-03,2024-02-14,2024-03-22,Other,2024-06-15,,1,,,,,,,,,,,21
1,3,0,,,,Mr.,,,株式会社山口食品,,,静岡県,,Japan,,,Rooftop,080-2020-5242,090-7175-6617,080-7497-7358,ohayashi@example.org,http://www.kimura.com/,,Web,Closed,Finance,Hot,,,42,2024-01-09,12,2024-02-04,48,2024-07-03,2024-07-30,2024-07-11,2024-02-08,Other,2024-01-10,,1,,,,,,,,,,,22
1,3,0,,,,Ms.,,,株式会社山口食品,,,静岡県,,Japan,,,Block,070-6196-4521,090-4699-8332,070-9671-9670,fikeda@example.net,https://shimizu.com/,,Email,Closed,Finance,Cold,,,50,2024-04-02,235,2024-04-14,184,2024-02-22,2024-03-30,2024-06-02,2024-05-14,Other,2024-05-15,,1,,,,,,,,,,,23
1,3,0,,,,Ms.,,,株式会社山口食品,,,静岡県,,Japan,,,Street,090-9752-8147,080-8247-9390,58-4097-4980,kazuyasasaki@example.net,http://nakamura.com/,,Email,Contacted,Finance,Warm,,,141,2024-05-10,35,2024-01-23,96,2024-02-28,2024-04-03,2024-02-06,2024-04-18,Other,2024-03-21,,0,,,,,,,,,,,24
2,4,0,,,,Dr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,45-7552-7888,84-1992-9773,070-9780-8528,shota28@example.com,https://www.miura.jp/,,Partner,Contacted,Finance,Cold,,,22,2024-03-21,45,2024-07-19,66,2024-04-09,2024-03-09,2024-03-05,2024-03-10,UnknownUser,2024-07-06,,0,,,,,,,,,,,25
2,4,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,52-5784-9463,070-9725-8740,080-9204-7618,dota@example.org,https://www.ota.jp/,,Referral,Closed,Technology,Cold,,,227,2024-07-02,37,2024-07-17,87,2024-02-27,2024-02-03,2024-01-04,2024-07-14,Other,2024-07-29,,0,,,,,,,,,,,26
2,4,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,080-5060-1282,070-7886-2943,070-3348-2352,sakamotoryohei@example.org,http://www.matsuda.jp/,,Web,Qualified,Education,Hot,,,99,2024-03-24,38,2024-03-07,249,2024-06-04,2024-02-08,2024-08-05,2024-04-11,InvalidAddress,2024-01-09,,0,,,,,,,,,,,27
2,4,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,06-5400-9789,070-6446-3389,070-6744-1349,naoki90@example.net,https://endo.com/,,Phone,Open,Healthcare,Hot,,,217,2024-04-02,72,2024-03-17,195,2024-07-14,2024-04-12,2024-06-01,2024-04-06,UnknownUser,2024-05-31,,0,,,,,,,,,,,28
2,4,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-2411-5703,68-7243-5839,080-1614-3244,inishimura@example.net,https://kobayashi.com/,,Referral,Qualified,Retail,Warm,,,69,2024-05-07,54,2024-05-24,233,2024-03-12,2024-04-03,2024-03-16,2024-06-05,Other,2024-04-10,,1,,,,,,,,,,,29
2,4,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Street,080-4611-6733,090-4324-5248,090-6078-7920,taro92@example.com,http://www.yamazaki.com/,,Web,Qualified,Retail,Hot,,,140,2024-03-20,210,2024-03-13,34,2024-05-15,2024-03-06,2024-06-30,2024-01-05,InvalidAddress,2024-07-12,,0,,,,,,,,,,,30
2,4,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,090-9423-3650,090-4820-3134,080-2177-4961,ckimura@example.net,https://abe.net/,,Web,Contacted,Technology,Hot,,,55,2024-01-09,115,2024-06-20,18,2024-06-01,2024-06-09,2024-04-23,2024-06-21,InvalidAddress,2024-07-22,,0,,,,,,,,,,,31
2,4,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Street,070-3061-2110,070-4615-3867,090-9600-8228,kenichiokada@example.com,https://nakajima.org/,,Referral,Open,Education,Hot,,,161,2024-05-28,245,2024-01-18,94,2024-04-09,2024-03-17,2024-05-19,2024-08-03,Other,2024-07-27,,1,,,,,,,,,,,32
2,4,0,,,,Dr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,83-1712-8149,090-3234-2876,03-7678-9154,znakajima@example.net,http://ishii.com/,,Web,Qualified,Education,Hot,,,241,2024-06-29,149,2024-04-25,12,2024-04-22,2024-02-26,2024-07-07,2024-03-21,MailboxFull,2024-04-17,,1,,,,,,,,,,,33
2,5,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,090-2296-1640,090-8210-0837,070-7903-9066,suzukijun@example.org,http://ishikawa.com/,,Email,Open,Technology,Warm,,,181,2024-04-06,137,2024-07-13,24,2024-04-23,2024-02-25,2024-03-06,2024-02-24,MailboxFull,2024-07-15,,0,,,,,,,,,,,34
2,5,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-7859-9861,080-6875-8366,090-0827-5244,vmurakami@example.org,https://www.nakagawa.com/,,Email,Open,Finance,Warm,,,199,2024-04-03,18,2024-04-17,255,2024-03-05,2024-06-04,2024-03-05,2024-02-04,InvalidAddress,2024-07-12,,0,,,,,,,,,,,35
2,5,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,070-1131-8555,090-7324-4955,090-2334-0857,msuzuki@example.net,https://www.kato.net/,,Phone,Open,Technology,Hot,,,194,2024-05-16,85,2024-02-17,142,2024-07-09,2024-02-12,2024-06-20,2024-01-26,MailboxFull,2024-06-27,,0,,,,,,,,,,,36
2,5,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-8458-3944,090-3311-1671,090-4634-2581,kumiko26@example.com,https://hashimoto.jp/,,Phone,Contacted,Finance,Warm,,,70,2024-01-26,88,2024-05-27,236,2024-07-04,2024-04-23,2024-01-23,2024-02-03,Other,2024-03-11,,0,,,,,,,,,,,37
2,5,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-4347-5609,090-3191-5468,92-1290-8382,suzukimai@example.net,https://www.maeda.com/,,Phone,Contacted,Technology,Cold,,,112,2024-02-01,84,2024-07-05,104,2024-08-02,2024-03-03,2024-01-01,2024-06-10,Other,2024-06-09,,0,,,,,,,,,,,38
2,5,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,090-9698-3756,11-2184-5766,02-5553-1695,sayurimatsumoto@example.net,http://miura.jp/,,Referral,Qualified,Healthcare,Warm,,,209,2024-01-23,7,2024-02-10,107,2024-01-29,2024-02-15,2024-07-10,2024-05-26,UnknownUser,2024-02-27,,1,,,,,,,,,,,39
2,5,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-2730-3359,090-9347-8553,36-5841-5693,minorumori@example.org,http://www.miura.jp/,,Email,Closed,Healthcare,Hot,,,4,2024-07-04,29,2024-04-10,110,2024-06-29,2024-06-04,2024-04-30,2024-05-10,Other,2024-04-12,,0,,,,,,,,,,,40
2,6,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Street,070-2574-1951,070-9842-2237,080-1726-8376,eito@example.org,https://nakagawa.com/,,Web,Contacted,Education,Hot,,,125,2024-05-13,90,2024-05-04,79,2024-07-24,2024-04-03,2024-03-14,2024-06-29,MailboxFull,2024-07-10,,1,,,,,,,,,,,41
2,6,0,,,,Prof.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,090-1060-2116,15-5804-8145,090-5298-6159,yosukeogawa@example.com,https://www.ogawa.com/,,Partner,Contacted,Healthcare,Warm,,,7,2024-06-12,227,2024-01-14,177,2024-07-06,2024-03-24,2024-01-31,2024-01-14,InvalidAddress,2024-01-02,,0,,,,,,,,,,,42
2,6,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,090-5697-9822,17-7405-8539,070-8873-6003,uogawa@example.org,https://www.ishikawa.jp/,,Phone,Qualified,Technology,Hot,,,37,2024-04-16,252,2024-07-07,131,2024-02-28,2024-03-04,2024-06-17,2024-02-11,MailboxFull,2024-07-22,,0,,,,,,,,,,,43
2,6,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,99-3331-2429,070-7930-2140,080-0093-6367,ikato@example.net,https://www.yamamoto.jp/,,Phone,Closed,Education,Hot,,,191,2024-06-16,29,2024-01-09,133,2024-05-18,2024-04-14,2024-01-06,2024-06-10,InvalidAddress,2024-03-22,,1,,,,,,,,,,,44
2,6,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,090-2229-5589,78-9015-3279,090-6475-2571,nakajimamomoko@example.net,https://suzuki.jp/,,Email,Open,Technology,Cold,,,95,2024-06-17,208,2024-02-10,168,2024-02-26,2024-07-06,2024-04-05,2024-02-09,Other,2024-04-07,,1,,,,,,,,,,,45
2,6,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,85-1856-4645,090-0889-9898,080-3835-5165,minoru25@example.org,https://nishimura.org/,,Phone,Contacted,Technology,Hot,,,255,2024-07-16,86,2024-07-12,42,2024-07-28,2024-01-03,2024-03-05,2024-02-10,MailboxFull,2024-04-19,,0,,,,,,,,,,,46
2,6,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,070-6119-2902,33-4139-7373,09-2078-7531,mfukuda@example.net,http://www.yamashita.com/,,Web,Closed,Technology,Hot,,,213,2024-02-24,187,2024-07-05,242,2024-02-09,2024-01-25,2024-08-04,2024-04-17,UnknownUser,2024-01-16,,0,,,,,,,,,,,47
2,6,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,08-5902-3952,090-4859-8562,070-4128-2059,ynakajima@example.org,https://watanabe.com/,,Phone,Open,Education,Cold,,,190,2024-08-04,145,2024-03-02,6,2024-03-21,2024-06-11,2024-04-04,2024-02-14,Other,2024-03-01,,0,,,,,,,,,,,48
2,7,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,090-5247-1795,070-8704-3084,090-5907-6879,ysasaki@example.com,http://www.fujiwara.jp/,,Referral,Open,Healthcare,Cold,,,30,2024-03-28,260,2024-02-05,30,2024-04-24,2024-05-23,2024-03-11,2024-05-26,Other,2024-05-29,,1,,,,,,,,,,,49
2,7,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,090-2719-2305,73-2092-8598,090-7840-7937,miurashohei@example.com,https://ishii.org/,,Phone,Closed,Finance,Warm,,,122,2024-04-04,57,2024-02-07,75,2024-04-13,2024-02-23,2024-02-03,2024-02-12,Other,2024-01-01,,1,,,,,,,,,,,50
2,7,0,,,,Dr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,070-3082-8304,090-1009-7965,070-0684-6519,satoosamu@example.org,https://kimura.com/,,Web,Qualified,Finance,Cold,,,139,2024-01-14,159,2024-07-30,103,2024-07-07,2024-01-23,2024-01-04,2024-01-04,UnknownUser,2024-02-26,,0,,,,,,,,,,,51
2,7,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,99-6087-0179,090-4359-7944,090-9707-2067,naokosato@example.org,http://ota.com/,,Phone,Contacted,Healthcare,Cold,,,220,2024-05-03,63,2024-01-31,257,2024-06-09,2024-02-02,2024-01-15,2024-03-26,InvalidAddress,2024-01-28,,1,,,,,,,,,,,52
2,7,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,36-0091-0138,090-4093-6306,090-1957-0330,ishiimanabu@example.org,http://www.takahashi.net/,,Web,Qualified,Healthcare,Warm,,,121,2024-03-24,164,2024-06-26,39,2024-01-16,2024-03-06,2024-01-09,2024-07-16,UnknownUser,2024-03-08,,1,,,,,,,,,,,53
2,7,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,18-7018-4276,070-0660-3005,88-3571-8166,smiura@example.net,https://yamazaki.jp/,,Referral,Qualified,Retail,Cold,,,45,2024-01-23,52,2024-08-04,158,2024-04-15,2024-03-08,2024-02-28,2024-07-15,InvalidAddress,2024-03-20,,0,,,,,,,,,,,54
2,7,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-7074-4089,070-0615-0467,66-2701-9794,takuma90@example.org,https://www.ito.jp/,,Referral,Qualified,Retail,Hot,,,196,2024-04-15,73,2024-03-25,134,2024-06-10,2024-01-30,2024-04-21,2024-02-11,Other,2024-03-04,,1,,,,,,,,,,,55
2,7,0,,,,Prof.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Street,090-8480-4016,090-4865-7782,54-4068-7370,ksaito@example.org,http://kondo.org/,,Email,Open,Technology,Hot,,,109,2024-02-11,158,2024-07-23,253,2024-02-23,2024-04-12,2024-03-07,2024-03-15,InvalidAddress,2024-03-16,,1,,,,,,,,,,,56
2,7,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,66-1906-1894,99-8309-1606,090-0022-7179,xokamoto@example.com,http://matsuda.com/,,Phone,Contacted,Technology,Warm,,,162,2024-05-01,235,2024-03-16,22,2024-01-29,2024-03-12,2024-07-25,2024-04-12,MailboxFull,2024-06-13,,0,,,,,,,,,,,57
2,7,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,090-3335-8243,090-5696-0701,41-7416-1902,fujiwaraharuka@example.org,http://www.miura.jp/,,Email,Closed,Education,Cold,,,138,2024-07-22,111,2024-01-08,233,2024-02-29,2024-01-27,2024-06-30,2024-07-01,InvalidAddress,2024-05-08,,1,,,,,,,,,,,58
2,8,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-6814-8918,090-6639-8438,69-1929-6090,qyoshida@example.net,https://www.suzuki.org/,,Phone,Closed,Retail,Hot,,,205,2024-05-19,170,2024-01-29,149,2024-07-21,2024-03-10,2024-02-09,2024-03-22,Other,2024-04-30,,0,,,,,,,,,,,59
2,8,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,070-5706-6856,41-5008-0310,090-5012-5367,kobayashimikako@example.com,http://www.matsumoto.jp/,,Phone,Closed,Retail,Hot,,,241,2024-04-29,154,2024-01-30,36,2024-04-02,2024-01-28,2024-07-06,2024-02-22,Other,2024-04-15,,1,,,,,,,,,,,60
2,8,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,090-2294-1057,070-0182-4497,74-5930-4419,nikeda@example.net,http://www.fukuda.jp/,,Partner,Closed,Technology,Hot,,,176,2024-03-28,42,2024-07-18,172,2024-04-26,2024-01-12,2024-02-15,2024-01-25,UnknownUser,2024-03-19,,0,,,,,,,,,,,61
2,8,0,,,,Prof.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,080-2110-2879,03-9275-2628,070-7927-8589,otamanabu@example.com,https://nakagawa.jp/,,Referral,Closed,Finance,Warm,,,14,2024-03-30,39,2024-05-21,66,2024-05-06,2024-04-16,2024-03-20,2024-04-28,Other,2024-02-25,,1,,,,,,,,,,,62
2,8,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,070-7326-9542,080-0072-0902,090-0858-7774,myamada@example.com,http://www.ishii.com/,,Phone,Open,Finance,Warm,,,107,2024-01-16,62,2024-03-02,8,2024-06-29,2024-08-02,2024-01-30,2024-01-06,MailboxFull,2024-06-29,,0,,,,,,,,,,,63
2,9,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,080-6980-5000,45-8045-1866,71-0135-7388,mai32@example.com,https://www.maeda.com/,,Web,Open,Retail,Warm,,,1,2024-02-15,21,2024-02-28,192,2024-06-03,2024-07-06,2024-06-05,2024-05-22,Other,2024-04-02,,1,,,,,,,,,,,64
2,9,0,,,,Prof.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,71-1410-2556,080-4299-6483,080-7462-5110,yasuhiro35@example.net,https://nakagawa.jp/,,Referral,Qualified,Finance,Warm,,,55,2024-01-12,211,2024-02-01,54,2024-01-13,2024-03-03,2024-07-23,2024-07-13,InvalidAddress,2024-04-16,,1,,,,,,,,,,,65
2,9,0,,,,Dr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,070-7028-5086,070-4009-6703,090-0713-0279,taichitanaka@example.org,https://www.sato.jp/,,Email,Contacted,Technology,Warm,,,38,2024-02-12,192,2024-07-23,59,2024-02-06,2024-07-30,2024-04-06,2024-04-30,UnknownUser,2024-05-11,,0,,,,,,,,,,,66
2,9,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,78-2676-9487,70-1142-9347,070-8460-4023,yosukeinoue@example.com,https://saito.com/,,Web,Closed,Healthcare,Cold,,,173,2024-07-31,141,2024-07-03,175,2024-05-22,2024-03-21,2024-06-05,2024-01-30,InvalidAddress,2024-05-14,,1,,,,,,,,,,,67
2,9,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Block,27-5202-2107,090-7737-3420,090-4960-3743,hikeda@example.org,https://www.abe.jp/,,Phone,Qualified,Finance,Cold,,,58,2024-03-29,193,2024-02-22,249,2024-06-27,2024-02-22,2024-03-07,2024-07-13,UnknownUser,2024-07-31,,0,,,,,,,,,,,68
2,9,0,,,,Ms.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,81-9913-3535,11-4717-6881,15-1206-6708,kenichimori@example.net,http://www.kimura.jp/,,Email,Closed,Healthcare,Warm,,,116,2024-04-01,52,2024-07-11,233,2024-03-13,2024-06-29,2024-07-15,2024-04-19,UnknownUser,2024-05-05,,0,,,,,,,,,,,69
2,9,0,,,,Mrs.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,14-0505-9674,080-7386-9098,070-5625-2045,cishii@example.net,https://www.okamoto.jp/,,Web,Open,Finance,Cold,,,118,2024-07-31,3,2024-03-17,67,2024-06-07,2024-06-13,2024-02-08,2024-05-25,InvalidAddress,2024-03-30,,0,,,,,,,,,,,70
2,9,0,,,,Mr.,,,有限会社斎藤情報,,,千葉県,,Japan,,,Rooftop,070-5343-4809,080-3814-7477,26-8768-0581,jun93@example.com,http://fujiwara.jp/,,Email,Closed,Education,Hot,,,118,2024-05-20,110,2024-01-04,122,2024-01-10,2024-02-08,2024-05-14,2024-05-19,UnknownUser,2024-07-18,,0,,,,,,,,,,,71
